year,channel_name,theme,total_subjects,total_duration,n_days,total_subjects_all_themes,theme_share,avg_female_share,avg_male_share
2012,TF1,Politique France,1008,92674,300,7700,0.13090909090909092,0.36169019916989725,0.6383098008301028
2013,France 2,Politique France,661,57055,254,8332,0.07933269323091695,0.34255751561709413,0.6574424843829059
2013,France 3,Politique France,430,36141,213,5181,0.08299556070256707,0.3040360116916624,0.6959639883083376
2013,M6,Politique France,399,27211,193,5608,0.07114835948644793,0.40690088030543853,0.5930991196945615
2013,TF1,Politique France,508,49812,237,7037,0.07218985363080858,0.36466221581051017,0.6353377841894897
2014,France 2,Politique France,703,70479,251,7978,0.08811732263725244,0.3453831363112629,0.6546168636887372
2014,France 3,Politique France,514,44165,239,5261,0.09770005702337958,0.29673796543057757,0.7032620345694224
2014,M6,Politique France,379,29244,191,5631,0.06730598472740189,0.41165212943524265,0.5883478705647573
2014,TF1,Politique France,557,53434,241,6840,0.08143274853801169,0.3705128232989756,0.6294871767010244
2015,France 2,Politique France,1094,123843,253,6711,0.16301594397258232,0.35555616138705537,0.6444438386129447
2015,France 3,Politique France,732,64119,231,4514,0.16216216216216217,0.29749708521732615,0.7025029147826738
2015,M6,Politique France,820,72233,223,5172,0.1585460170146945,0.40791561019796263,0.5920843898020374
2015,TF1,Politique France,943,105295,257,6098,0.15464086585765824,0.35523936684923507,0.6447606331507649
2016,France 2,Politique France,1148,117885,317,6874,0.1670061099796334,0.335066611290767,0.6649333887092331
2016,France 3,Politique France,847,71874,291,4966,0.17055980668546114,0.3243162183799622,0.6756837816200377
2016,M6,Politique France,797,64731,292,5909,0.1348789981384329,0.41293177765030864,0.5870682223496914
2016,TF1,Politique France,999,110992,308,6560,0.15228658536585366,0.37666034338367316,0.6233396566163268
2017,France 2,Politique France,1510,156512,331,6354,0.23764557758892035,0.3575824853419768,0.6424175146580233
2017,France 3,Politique France,1001,88060,313,4785,0.20919540229885059,0.34530453147396,0.65469546852604
2017,M6,Politique France,1037,85405,309,5571,0.1861425237838808,0.4374584978412171,0.562541502158783
2017,TF1,Politique France,1277,143536,307,6100,0.20934426229508196,0.3840220579668857,0.6159779420331143
2018,France 2,Politique France,692,69315,267,6310,0.10966719492868462,0.3633825682400644,0.6366174317599356
2018,France 3,Politique France,582,51227,252,4798,0.12130054189245519,0.34802393356750483,0.6519760664324951
2018,M6,Politique France,456,34309,227,5487,0.08310552214324768,0.42497779964628846,0.5750222003537115
2018,TF1,Politique France,538,55051,230,6058,0.08880818752063387,0.38376840544014895,0.616231594559851
2019,France 2,Politique France,576,60332,256,6002,0.0959680106631123,0.3788897635886644,0.6211102364113357
2019,France 3,Politique France,566,50895,252,4738,0.1194596876319122,0.3508603539792523,0.6491396460207478
2019,M6,Politique France,415,31932,227,5469,0.0758822453830682,0.4384163030894098,0.5615836969105902
2019,TF1,Politique France,467,47667,220,5585,0.08361683079677708,0.4190758031828693,0.5809241968171307
2010,France 2,Santé,237,25188,168,7015,0.03378474697077691,0.2798687260951868,0.7201312739048131
2010,France 3,Santé,197,20829,149,5197,0.0379064845102944,0.2983292962870903,0.7016707037129097
2010,M6,Santé,180,13652,138,5124,0.0351288056206089,0.3960734782522851,0.6039265217477149
2010,TF1,Santé,241,23431,171,7168,0.03362165178571429,0.3268777265697555,0.6731222734302444
2011,France 2,Santé,264,26418,161,7918,0.03334175296792119,0.3003856275098211,0.6996143724901788
2011,France 3,Santé,246,25200,173,5563,0.04422074420276829,0.29821827251532657,0.7017817274846735
2011,M6,Santé,261,20739,164,5558,0.046959337891327814,0.3921738155567911,0.6078261844432089
2011,TF1,Santé,312,29454,204,7964,0.03917629331993973,0.35015486024680925,0.6498451397531907
2012,France 2,Santé,271,31788,175,8241,0.03288435869433321,0.3279118449844103,0.6720881550155897
2012,France 3,Santé,193,20585,149,5363,0.035987320529554355,0.3011573633003392,0.6988426366996607
2012,M6,Santé,208,18656,149,5533,0.03759262606181095,0.40754850482157173,0.5924514951784282
2012,TF1,Santé,256,24708,174,7700,0.03324675324675325,0.36169019916989725,0.6383098008301028
2013,France 2,Santé,264,31345,176,8332,0.03168506961113778,0.34255751561709413,0.6574424843829059
2013,France 3,Santé,226,22461,149,5181,0.04362092260181432,0.3040360116916624,0.6959639883083376
2013,M6,Santé,211,17932,154,5608,0.03762482168330956,0.40690088030543853,0.5930991196945615
2013,TF1,Santé,232,23287,175,7037,0.03296859457155037,0.36466221581051017,0.6353377841894897
2014,France 2,Santé,274,28080,161,7978,0.034344447229882176,0.3453831363112629,0.6546168636887372
2014,France 3,Santé,242,24746,163,5261,0.04599885953240829,0.29673796543057757,0.7032620345694224
2014,M6,Santé,230,19975,160,5631,0.04084532054697212,0.41165212943524265,0.5883478705647573
2014,TF1,Santé,219,21643,163,6840,0.032017543859649125,0.3705128232989756,0.6294871767010244
2015,France 2,Santé,143,21592,104,6711,0.021308299806288185,0.35555616138705537,0.6444438386129447
2015,France 3,Santé,151,15340,115,4514,0.0334514842711564,0.29749708521732615,0.7025029147826738
2015,M6,Santé,192,18128,136,5172,0.037122969837587005,0.40791561019796263,0.5920843898020374
2015,TF1,Santé,188,20188,143,6098,0.03082978025582158,0.35523936684923507,0.6447606331507649
2016,France 2,Santé,116,14968,81,6874,0.016875181844631947,0.335066611290767,0.6649333887092331
2016,France 3,Santé,126,14414,105,4966,0.025372533225936366,0.3243162183799622,0.6756837816200377
2016,M6,Santé,186,18068,137,5909,0.031477407344728384,0.41293177765030864,0.5870682223496914
2016,TF1,Santé,193,21972,150,6560,0.02942073170731707,0.37666034338367316,0.6233396566163268
2017,France 2,Santé,141,18830,100,6354,0.022190745986779982,0.3575824853419768,0.6424175146580233
2017,France 3,Santé,170,18137,126,4785,0.035527690700104496,0.34530453147396,0.65469546852604
2017,M6,Santé,210,19472,159,5571,0.03769520732364028,0.4374584978412171,0.562541502158783
2017,TF1,Santé,192,21033,142,6100,0.031475409836065574,0.3840220579668857,0.6159779420331143
2018,France 2,Santé,166,23089,121,6310,0.02630744849445325,0.3633825682400644,0.6366174317599356
2018,France 3,Santé,146,14810,111,4798,0.03042934556065027,0.34802393356750483,0.6519760664324951
2018,M6,Santé,201,20631,141,5487,0.036632039365773646,0.42497779964628846,0.5750222003537115
2018,TF1,Santé,190,21799,141,6058,0.031363486299108616,0.38376840544014895,0.616231594559851
2019,France 2,Santé,186,24733,136,6002,0.030989670109963344,0.3788897635886644,0.6211102364113357
2019,France 3,Santé,159,17367,120,4738,0.03355846348670325,0.3508603539792523,0.6491396460207478
2019,M6,Santé,196,19100,142,5469,0.03583836167489486,0.4384163030894098,0.5615836969105902
2019,TF1,Santé,208,24819,155,5585,0.037242614145031334,0.4190758031828693,0.5809241968171307
2010,France 2,Sciences et techniques,85,7652,69,7015,0.012116892373485389,0.2798687260951868,0.7201312739048131
2010,France 3,Sciences et techniques,53,5802,50,5197,0.01019819126419088,0.2983292962870903,0.7016707037129097
2010,M6,Sciences et techniques,80,5837,69,5124,0.0156128024980484,0.3960734782522851,0.6039265217477149
2010,TF1,Sciences et techniques,126,11634,105,7168,0.017578125,0.3268777265697555,0.6731222734302444
2011,France 2,Sciences et techniques,106,9785,86,7918,0.01338721899469563,0.3003856275098211,0.6996143724901788
2011,France 3,Sciences et techniques,95,8691,73,5563,0.01707711666367068,0.29821827251532657,0.7017817274846735
2011,M6,Sciences et techniques,93,7043,78,5558,0.016732637639438646,0.3921738155567911,0.6078261844432089
2011,TF1,Sciences et techniques,141,11962,108,7964,0.017704671019588145,0.35015486024680925,0.6498451397531907
2012,France 2,Sciences et techniques,124,12421,91,8241,0.015046717631355419,0.3279118449844103,0.6720881550155897
2012,France 3,Sciences et techniques,82,7384,74,5363,0.015289949655043818,0.3011573633003392,0.6988426366996607
2012,M6,Sciences et techniques,90,7214,77,5533,0.01626604012289897,0.40754850482157173,0.5924514951784282
2012,TF1,Sciences et techniques,153,15053,117,7700,0.01987012987012987,0.36169019916989725,0.6383098008301028
2013,France 2,Sciences et techniques,158,16495,115,8332,0.018963034085453672,0.34255751561709413,0.6574424843829059
2013,France 3,Sciences et techniques,78,7147,72,5181,0.015055008685581933,0.3040360116916624,0.6959639883083376
2013,M6,Sciences et techniques,99,8346,82,5608,0.017653352353780315,0.40690088030543853,0.5930991196945615
2013,TF1,Sciences et techniques,136,13720,114,7037,0.019326417507460565,0.36466221581051017,0.6353377841894897
2014,France 2,Sciences et techniques,150,16567,113,7978,0.0188017046878917,0.3453831363112629,0.6546168636887372
2014,France 3,Sciences et techniques,81,7971,69,5261,0.01539631248812013,0.29673796543057757,0.7032620345694224
2014,M6,Sciences et techniques,99,10444,83,5631,0.017581246670218435,0.41165212943524265,0.5883478705647573
2014,TF1,Sciences et techniques,126,13492,103,6840,0.018421052631578946,0.3705128232989756,0.6294871767010244
2015,France 2,Sciences et techniques,114,13526,89,6711,0.016987036209208762,0.35555616138705537,0.6444438386129447
2015,France 3,Sciences et techniques,77,6936,70,4514,0.017058041648205582,0.29749708521732615,0.7025029147826738
2015,M6,Sciences et techniques,110,10868,87,5172,0.021268368136117557,0.40791561019796263,0.5920843898020374
2015,TF1,Sciences et techniques,143,15785,114,6098,0.023450311577566416,0.35523936684923507,0.6447606331507649
2016,France 2,Sciences et techniques,136,19098,108,6874,0.019784695955775384,0.335066611290767,0.6649333887092331
2016,France 3,Sciences et techniques,85,8804,71,4966,0.0171163914619412,0.3243162183799622,0.6756837816200377
2016,M6,Sciences et techniques,112,10675,91,5909,0.018954137755965477,0.41293177765030864,0.5870682223496914
2016,TF1,Sciences et techniques,196,24080,151,6560,0.029878048780487804,0.37666034338367316,0.6233396566163268
2017,France 2,Sciences et techniques,102,12001,71,6354,0.016052880075542966,0.3575824853419768,0.6424175146580233
2017,France 3,Sciences et techniques,78,8716,62,4785,0.016300940438871474,0.34530453147396,0.65469546852604
2017,M6,Sciences et techniques,119,11079,100,5571,0.02136061748339616,0.4374584978412171,0.562541502158783
2017,TF1,Sciences et techniques,187,25638,144,6100,0.030655737704918033,0.3840220579668857,0.6159779420331143
2018,France 2,Sciences et techniques,69,8924,59,6310,0.010935023771790809,0.3633825682400644,0.6366174317599356
2018,France 3,Sciences et techniques,44,5887,41,4798,0.00917048770320967,0.34802393356750483,0.6519760664324951
2018,M6,Sciences et techniques,117,11679,95,5487,0.021323127392017496,0.42497779964628846,0.5750222003537115
2018,TF1,Sciences et techniques,154,20208,130,6058,0.025420931000330143,0.38376840544014895,0.616231594559851
2019,France 2,Sciences et techniques,108,14479,85,6002,0.017994001999333556,0.3788897635886644,0.6211102364113357
2019,France 3,Sciences et techniques,58,7171,54,4738,0.012241452089489235,0.3508603539792523,0.6491396460207478
2019,M6,Sciences et techniques,113,11051,98,5469,0.02066191259828122,0.4384163030894098,0.5615836969105902
2019,TF1,Sciences et techniques,183,26776,136,5585,0.032766338406445834,0.4190758031828693,0.5809241968171307
2010,France 2,Société,1499,134688,346,7015,0.2136849607982894,0.2798687260951868,0.7201312739048131
2010,France 3,Société,1101,99131,336,5197,0.21185299211083317,0.2983292962870903,0.7016707037129097
2010,M6,Société,1078,68724,336,5124,0.2103825136612022,0.3960734782522851,0.6039265217477149
2010,TF1,Société,1530,132558,344,7168,0.21344866071428573,0.3268777265697555,0.6731222734302444
2011,France 2,Société,1042,99764,325,7918,0.1315988886082344,0.3003856275098211,0.6996143724901788
2011,France 3,Société,772,70229,308,5563,0.13877404278267122,0.29821827251532657,0.7017817274846735
2011,M6,Société,1022,74118,326,5558,0.18387909319899245,0.3921738155567911,0.6078261844432089
2011,TF1,Société,1221,103932,339,7964,0.15331491712707182,0.35015486024680925,0.6498451397531907
2012,France 2,Société,1365,150149,341,8241,0.16563523844193667,0.3279118449844103,0.6720881550155897
2012,France 3,Société,843,76846,326,5363,0.1571881409658773,0.3011573633003392,0.6988426366996607
2012,M6,Société,1035,74692,325,5533,0.18705946141333815,0.40754850482157173,0.5924514951784282
2012,TF1,Société,1245,112415,343,7700,0.1616883116883117,0.36169019916989725,0.6383098008301028
2013,France 2,Société,1676,181949,359,8332,0.20115218434949592,0.34255751561709413,0.6574424843829059
2013,France 3,Société,985,89301,325,5181,0.19011773788843853,0.3040360116916624,0.6959639883083376
2013,M6,Société,1198,95609,344,5608,0.213623395149786,0.40690088030543853,0.5930991196945615
2013,TF1,Société,1348,130014,347,7037,0.19155890294159442,0.36466221581051017,0.6353377841894897
2014,France 2,Société,1357,149108,335,7978,0.17009275507646027,0.3453831363112629,0.6546168636887372
2014,France 3,Société,937,84905,328,5261,0.17810302223911803,0.29673796543057757,0.7032620345694224
2014,M6,Société,1095,90702,337,5631,0.19445924347362814,0.41165212943524265,0.5883478705647573
2014,TF1,Société,1100,103266,340,6840,0.1608187134502924,0.3705128232989756,0.6294871767010244
2015,France 2,Société,993,123337,294,6711,0.1479660259275816,0.35555616138705537,0.6444438386129447
2015,France 3,Société,644,58981,259,4514,0.14266725742135578,0.29749708521732615,0.7025029147826738
2015,M6,Société,858,70656,292,5172,0.16589327146171692,0.40791561019796263,0.5920843898020374
2015,TF1,Société,893,91751,299,6098,0.1464414562151525,0.35523936684923507,0.6447606331507649
2016,France 2,Société,1104,135121,329,6874,0.16060517893511783,0.335066611290767,0.6649333887092331
2016,France 3,Société,844,77213,315,4966,0.16995569875151026,0.3243162183799622,0.6756837816200377
2016,M6,Société,1020,87562,338,5909,0.17261804027754274,0.41293177765030864,0.5870682223496914
2016,TF1,Société,1043,112941,336,6560,0.1589939024390244,0.37666034338367316,0.6233396566163268
2017,France 2,Société,886,110764,307,6354,0.1394397230091281,0.3575824853419768,0.6424175146580233
2017,France 3,Société,660,68758,288,4785,0.13793103448275862,0.34530453147396,0.65469546852604
2017,M6,Société,927,80714,334,5571,0.16639741518578352,0.4374584978412171,0.562541502158783
2017,TF1,Société,882,100057,320,6100,0.14459016393442622,0.3840220579668857,0.6159779420331143
2018,France 2,Société,1292,152494,336,6310,0.20475435816164816,0.3633825682400644,0.6366174317599356
2018,France 3,Société,986,96304,317,4798,0.2055022926219258,0.34802393356750483,0.6519760664324951
2018,M6,Société,1109,89912,335,5487,0.2021140878439949,0.42497779964628846,0.5750222003537115
2018,TF1,Société,1313,147188,339,6058,0.2167381974248927,0.38376840544014895,0.616231594559851
2019,France 2,Société,1352,164301,343,6002,0.22525824725091637,0.3788897635886644,0.6211102364113357
2019,France 3,Société,970,93444,327,4738,0.20472773322076826,0.3508603539792523,0.6491396460207478
2019,M6,Société,1070,91479,343,5469,0.19564819893947705,0.4384163030894098,0.5615836969105902
2019,TF1,Société,1299,155766,342,5585,0.23258728737690243,0.4190758031828693,0.5809241968171307
2010,France 2,Sport,731,49843,295,7015,0.10420527441197434,0.2798687260951868,0.7201312739048131
2010,France 3,Sport,402,32956,216,5197,0.07735231864537233,0.2983292962870903,0.7016707037129097
2010,M6,Sport,634,32658,271,5124,0.12373145979703357,0.3960734782522851,0.6039265217477149
2010,TF1,Sport,736,55051,309,7168,0.10267857142857142,0.3268777265697555,0.6731222734302444
2011,France 2,Sport,576,38939,302,7918,0.07274564283910079,0.3003856275098211,0.6996143724901788
2011,France 3,Sport,309,22576,200,5563,0.055545568937623586,0.29821827251532657,0.7017817274846735
2011,M6,Sport,330,17358,217,5558,0.0593738754947823,0.3921738155567911,0.6078261844432089
2011,TF1,Sport,629,45904,308,7964,0.07898041185334002,0.35015486024680925,0.6498451397531907
2012,France 2,Sport,733,50511,268,8241,0.08894551632083485,0.3279118449844103,0.6720881550155897
2012,France 3,Sport,399,27060,199,5363,0.07439865746783517,0.3011573633003392,0.6988426366996607
2012,M6,Sport,398,23508,220,5533,0.07193204409904211,0.40754850482157173,0.5924514951784282
2012,TF1,Sport,769,60744,310,7700,0.09987012987012987,0.36169019916989725,0.6383098008301028
2013,France 2,Sport,475,29665,251,8332,0.05700912145943351,0.34255751561709413,0.6574424843829059
2013,France 3,Sport,323,22412,192,5181,0.062343176992858525,0.3040360116916624,0.6959639883083376
2013,M6,Sport,300,19105,187,5608,0.05349500713266762,0.40690088030543853,0.5930991196945615
2013,TF1,Sport,557,46751,278,7037,0.07915304817393776,0.36466221581051017,0.6353377841894897
2014,France 2,Sport,684,46718,273,7978,0.08573577337678616,0.3453831363112629,0.6546168636887372
2014,France 3,Sport,388,24742,209,5261,0.07375023759741493,0.29673796543057757,0.7032620345694224
2014,M6,Sport,405,24590,200,5631,0.07192328183271178,0.41165212943524265,0.5883478705647573
2014,TF1,Sport,758,66488,295,6840,0.1108187134502924,0.3705128232989756,0.6294871767010244
2015,France 2,Sport,328,19304,188,6711,0.048874981373863806,0.35555616138705537,0.6444438386129447
2015,France 3,Sport,266,17133,160,4514,0.05892778023925565,0.29749708521732615,0.7025029147826738
2015,M6,Sport,269,15743,168,5172,0.05201082753286929,0.40791561019796263,0.5920843898020374
2015,TF1,Sport,469,43581,242,6098,0.07691046244670384,0.35523936684923507,0.6447606331507649
2016,France 2,Sport,521,45446,208,6874,0.07579284259528658,0.335066611290767,0.6649333887092331
2016,France 3,Sport,427,30005,195,4966,0.08598469593233991,0.3243162183799622,0.6756837816200377
2016,M6,Sport,666,47031,228,5909,0.11270942629886614,0.41293177765030864,0.5870682223496914
2016,TF1,Sport,692,60485,273,6560,0.10548780487804878,0.37666034338367316,0.6233396566163268
2017,France 2,Sport,296,24045,181,6354,0.04658482845451684,0.3575824853419768,0.6424175146580233
2017,France 3,Sport,246,16593,157,4785,0.05141065830721003,0.34530453147396,0.65469546852604
2017,M6,Sport,295,19260,182,5571,0.05295279124035182,0.4374584978412171,0.562541502158783
2017,TF1,Sport,382,38140,225,6100,0.06262295081967213,0.3840220579668857,0.6159779420331143
2018,France 2,Sport,379,32206,170,6310,0.060063391442155306,0.3633825682400644,0.6366174317599356
2018,France 3,Sport,296,20654,141,4798,0.06169237182159233,0.34802393356750483,0.6519760664324951
2018,M6,Sport,480,32921,228,5487,0.08747949699289229,0.42497779964628846,0.5750222003537115
2018,TF1,Sport,477,45658,189,6058,0.0787388577088148,0.38376840544014895,0.616231594559851
2019,France 2,Sport,178,15256,120,6002,0.029656781072975674,0.3788897635886644,0.6211102364113357
2019,France 3,Sport,155,10432,104,4738,0.03271422541156606,0.3508603539792523,0.6491396460207478
2019,M6,Sport,306,20860,195,5469,0.055951727921009324,0.4384163030894098,0.5615836969105902
2019,TF1,Sport,166,15837,110,5585,0.0297224709042077,0.4190758031828693,0.5809241968171307
