year,channel_name,is_public_channel,avg_female_share,avg_male_share,total_female_duration,total_male_duration,n_obs
2015,Canal+,False,0.21842133418362297,0.781578665816377,916718.38,3339790.66,1584
2015,Canal+ Sport,False,0.05255871399954648,0.9474412860004535,142648.54,2761055.58,912
2015,Chasse et pêche,False,0.09010193031316428,0.9098980696868357,216361.24000000005,2148306.6,938
2015,Chérie 25,False,0.36336806543130074,0.6366319345686993,1509400.78,2534101.44,1589
2015,Comédie+,False,0.2884067373193016,0.7115932626806983,711368.66,1684000.4600000002,934
2015,D8/C8,False,0.27538639169382456,0.7246136083061754,1284745.08,3382933.3600000003,1820
2015,Euronews,False,0.3537939011320279,0.6462060988679722,960868.94,1753953.68,948
2015,Eurosport France,False,0.08096210493607883,0.9190378950639212,379935.18000000005,4489885.68,1599
2015,France 2,True,0.35555616138705537,0.6444438386129447,1717378.9800000002,3025326.66,1644
2015,France 24,True,0.445101794090363,0.554898205909637,2315673.48,2894129.96,1669
2015,France 3,True,0.29749708521732615,0.7025029147826738,1337863.28,3102898.2399999998,1582
2015,France 5,True,0.31655747620388885,0.6834425237961111,1541183.54,3291218.5,1626
2015,France O,True,0.31832329688253846,0.6816767031174615,1390224.3800000001,3003446.2399999998,1611
2015,Histoire,False,0.2050075073955904,0.7949924926044096,965180.3200000001,3714176.08,1603
2015,I-Télé/CNews,False,0.3521693568820133,0.6478306431179868,1843795.64,3395106.52,1648
2015,L'Equipe 21,False,0.148163894581988,0.851836105418012,739240.72,4296521.98,1625
2015,LCI,False,0.36858217422187695,0.631417825778123,1947912.42,3336573.54,1648
2015,LCP/Public Sénat,True,0.3104735126860211,0.6895264873139789,1688566.54,3761882.88,1667
2015,La chaîne Météo,False,0.1347311786248078,0.8652688213751922,361594.42,2294356.08,935
2015,M6,False,0.40791561019796263,0.5920843898020374,1759714.3199999998,2570490.54,1646
2015,Monte Carlo TMC,False,0.28906382833742367,0.7109361716625763,1207435.32,2985710.62,1645
2015,NRJ 12,False,0.3281902865137873,0.6718097134862128,1356225.34,2746073.16,1633
2015,Paris Première,False,0.20584439513875302,0.794155604861247,509177.16000000003,1913487.5,948
2015,Planète+,False,0.16018874591860882,0.8398112540813911,432854.88,2291416.02,941
2015,TF1,False,0.35523936684923507,0.6447606331507649,1555343.3199999998,2844900.66,1606
2015,TV Breizh,False,0.3287309494604053,0.6712690505395947,834209.4999999999,1700710.76,931
2015,TV5 Monde,True,0.2948805389807745,0.7051194610192255,785390.4400000001,1869064.98,888
2015,Toute l'Histoire,False,0.2108851608155885,0.7891148391844115,567246.2999999999,2178724.84,949
2015,Téva,False,0.505651779796045,0.4943482202039549,2123243.54,2022835.48,1657
2015,Voyage,False,0.24321205046333907,0.756787949536661,624137.44,1968250.98,923
2015,W9,False,0.38262557020661675,0.6173744297933832,1440655.54,2459412.38,1629
2016,ARTE,True,0.27983382029883513,0.7201661797011648,1246288.66,3164116.0,1583
2016,Animaux,False,0.3641080864425685,0.6358919135574316,942337.6400000001,1634839.2,926
2016,BFM TV,False,0.3565530984361377,0.6434469015638623,1841250.58,3326119.04,1626
2016,Canal+,False,0.2237550005029383,0.7762449994970617,942185.0599999999,3321179.24,1634
2016,Canal+ Sport,False,0.05047705578456068,0.9495229442154394,144663.08,2845340.08,929
2016,Chasse et pêche,False,0.07156113743880935,0.9284388625611907,172565.22,2204722.2800000003,933
2016,Chérie 25,False,0.41376186852035995,0.58623813147964,1759205.52,2445622.98,1611
2016,Comédie+,False,0.2818363573107673,0.7181636426892327,705292.62,1768248.98,927
2016,D8/C8,False,0.2620178006744156,0.7379821993255844,1228272.9,3467973.94,1766
2016,Euronews,False,0.30847569867154057,0.6915243013284594,768604.28,1714132.44,886
2016,Eurosport France,False,0.08348291798206461,0.9165170820179355,392736.72000000003,4509046.82,1599
2016,France 2,True,0.335066611290767,0.6649333887092331,1602729.44,3122095.8400000003,1639
2016,France 24,True,0.45982876740716255,0.5401712325928374,2372845.58,2792946.84,1662
2016,France 3,True,0.3243162183799622,0.6756837816200377,1525577.82,3149119.1,1658
2016,France 5,True,0.3418196527785978,0.6581803472214022,1724243.96,3277295.36,1653
2016,France O,True,0.3132430304328936,0.6867569695671064,1415996.0,3147852.68,1666
2016,Histoire,False,0.16132677916529628,0.8386732208347036,775802.88,4032507.44,1646
2016,I-Télé/CNews,False,0.3362194695511199,0.6637805304488801,1793214.5200000003,3527299.08,1694
2016,L'Equipe 21,False,0.1002003572163224,0.8997996427836776,519137.4,4729000.34,1650
2016,LCI,False,0.3495528556503109,0.6504471443496891,1885495.6,3510296.84,1689
2016,LCP/Public Sénat,True,0.3040445382665167,0.6959554617334832,1644434.5999999999,3777665.74,1639
2016,La chaîne Météo,False,0.1486083842259211,0.851391615774079,395740.10000000003,2250405.48,910
2016,M6,False,0.41293177765030864,0.5870682223496914,1838931.4000000001,2621891.78,1637
2016,Monte Carlo TMC,False,0.2936292379766398,0.7063707620233602,1220734.48,2933446.0,1684
2016,NRJ 12,False,0.33999217093728185,0.6600078290627182,1448634.2400000002,2821479.08,1673
2016,Paris Première,False,0.22806260886180638,0.7719373911381937,545368.5,1876542.56,965
2016,Planète+,False,0.17125860339648813,0.8287413966035119,435923.44,2145702.7,902
2016,TF1,False,0.37666034338367316,0.6233396566163268,1715235.86,2872104.92,1685
2016,TV Breizh,False,0.31811045092669904,0.6818895490733009,806979.4199999999,1706619.48,931
2016,TV5 Monde,True,0.3118279944752522,0.6881720055247478,885483.9199999999,1951500.2,941
2016,Toute l'Histoire,False,0.18621481147552774,0.8137851885244723,524647.46,2331949.86,977
2016,Téva,False,0.5216343747160681,0.47836562528393195,2123372.06,1856115.26,1594
2016,Voyage,False,0.2233879098609965,0.7766120901390035,563585.2000000001,2013394.24,937
2016,W9,False,0.38378577083617826,0.6162142291638217,1466729.98,2489681.8000000003,1649
2017,ARTE,True,0.2946111450813109,0.705388854918689,1277690.86,3001212.56,1629
2017,Animaux,False,0.3753382286903705,0.6246617713096295,937349.32,1550191.82,917
2017,BFM TV,False,0.36097259526419595,0.6390274047358041,1860405.3,3299400.58,1628
2017,Canal+,False,0.2259124571118885,0.7740875428881114,890496.96,3154238.66,1644
2017,Canal+ Sport,False,0.049919690930373975,0.9500803090696259,143000.24,2827837.0,928
2017,Chasse et pêche,False,0.09030447111376268,0.9096955288862373,220316.24,2198354.0,962
2017,Chérie 25,False,0.4128545039059352,0.5871454960940649,1821626.84,2548899.7600000002,1607
2017,Comédie+,False,0.25931489270764546,0.7406851072923545,702385.3600000001,1979891.46,1007
2017,D8/C8,False,0.27421938735011353,0.7257806126498865,1250913.3,3331969.3,1784
2017,Euronews,False,0.3173393721695761,0.6826606278304239,812666.78,1760625.46,919
2017,Eurosport France,False,0.058994533929113635,0.9410054660708863,277393.8399999999,4679730.680000001,1634
2017,France 2,True,0.3575824853419768,0.6424175146580233,1681790.82,2936590.42,1664
2017,France 24,True,0.44728915534757197,0.552710844652428,2344693.68,2907330.82,1697
2017,France 3,True,0.34530453147396,0.65469546852604,1576308.42,2928564.2,1638
2017,France 5,True,0.3474556638085709,0.652544336191429,1685490.78,3100397.84,1632
2017,France O,True,0.3300644804542296,0.6699355195457705,1438346.12,2881287.56,1618
2017,Histoire,False,0.2096798557446693,0.7903201442553307,915665.04,3429668.68,1583
2017,I-Télé/CNews,False,0.29209514299962064,0.7079048570003794,1698543.58,4110238.8000000003,1871
2017,L'Equipe 21,False,0.12992471296610628,0.8700752870338937,652356.92,4438812.72,1630
2017,LCI,False,0.32235876066851826,0.6776412393314818,1646960.82,3465760.48,1604
2017,LCP/Public Sénat,True,0.3141469945421067,0.6858530054578933,1640218.5800000003,3584742.34,1602
2017,La chaîne Météo,False,0.16725965478618451,0.8327403452138155,453497.68,2250441.66,916
2017,M6,False,0.4374584978412171,0.562541502158783,1875443.9200000002,2426742.34,1636
2017,Monte Carlo TMC,False,0.30194156410398115,0.6980584358960189,1240333.54,2882343.72,1691
2017,NRJ 12,False,0.3547162793612513,0.6452837206387488,1495559.4000000001,2722861.1,1668
2017,Paris Première,False,0.21833686246729078,0.7816631375327092,500661.7,1795470.78,906
2017,Planète+,False,0.16450776667727654,0.8354922333227235,421381.72,2168659.42,933
2017,TF1,False,0.3840220579668857,0.6159779420331143,1667832.3599999999,2708482.94,1664
2017,TV Breizh,False,0.3028590266923515,0.6971409733076485,688683.06,1559033.96,897
2017,TV5 Monde,True,0.3074194625815092,0.6925805374184908,812770.7000000001,1819806.1800000002,908
2017,Toute l'Histoire,False,0.1730759917709877,0.8269240082290122,447107.31999999995,2160916.68,933
2017,Téva,False,0.49762743130377324,0.5023725686962267,1910460.0,1861048.94,1541
2017,Voyage,False,0.23728560561085832,0.7627143943891417,545225.12,1770997.34,884
2017,W9,False,0.36231854870245683,0.6376814512975432,1329981.32,2355820.6,1639
2018,ARTE,True,0.30649308194818675,0.6935069180518133,1648909.28,3644717.3000000003,2014
2018,Animaux,False,0.4121381122050865,0.5878618877949134,1025228.8200000001,1475340.2999999998,932
2018,BFM TV,False,0.3705591743683613,0.6294408256316387,2378788.12,4051134.18,2045
2018,Canal+,False,0.2295484687963085,0.7704515312036915,1132416.5799999998,3903869.12,2014
2018,Canal+ Sport,False,0.05277237752589743,0.9472276224741025,152800.62,2821296.38,934
2018,Chasse et pêche,False,0.1161140492196123,0.8838859507803877,283406.18000000005,2123557.46,943
2018,Chérie 25,False,0.3980853849684581,0.601914615031542,2158110.2,3239355.42,2031
2018,Comédie+,False,0.2813703255673836,0.7186296744326165,673932.7799999999,1701817.72,955
2018,D8/C8,False,0.2856626640450672,0.7143373359549328,1325160.8,3344681.8800000004,1801
2018,Euronews,False,0.3498432809835761,0.6501567190164239,932314.5,1739714.9200000002,956
2018,Eurosport France,False,0.05810217267446453,0.9418978273255355,345910.04,5811846.5600000005,2045
2018,France 2,True,0.3633825682400644,0.6366174317599356,2158694.84,3637346.12,2087
2018,France 24,True,0.46035906731856735,0.5396409326814327,2932039.12,3443255.98,2051
2018,France 3,True,0.34802393356750483,0.6519760664324951,1958290.7,3577803.78,2042
2018,France 5,True,0.35743578737663356,0.6425642126233665,2106029.98,3729214.98,1983
2018,France O,True,0.3505360242812878,0.6494639757187122,1948949.56,3602584.66,2041
2018,Histoire,False,0.23997960749106975,0.7600203925089303,1392884.14,4380169.720000001,2112
2018,I-Télé/CNews,False,0.3046796686337053,0.6953203313662947,1848871.9400000002,4226738.8,1953
2018,L'Equipe 21,False,0.13042305127660964,0.8695769487233904,842674.0,5671218.4,2103
2018,LCI,False,0.3168638154028075,0.6831361845971925,2069402.1,4462926.1,2057
2018,LCP/Public Sénat,True,0.34255658374321,0.6574434162567899,2294150.86,4382989.18,2041
2018,La chaîne Météo,False,0.14190462612479693,0.8580953738752031,423789.1,2560123.68,977
2018,M6,False,0.42497779964628846,0.5750222003537115,2319155.62,3176942.7,2089
2018,Monte Carlo TMC,False,0.31769778538265453,0.6823022146173454,1598117.9800000002,3445869.94,2061
2018,NRJ 12,False,0.3521632945480231,0.6478367054519769,1877136.82,3438300.4,2086
2018,Paris Première,False,0.23656416073639197,0.763435839263608,526529.78,1694535.1,915
2018,Planète+,False,0.19353124396579072,0.8064687560342093,475148.66,2013791.48,901
2018,TF1,False,0.38376840544014895,0.616231594559851,2014743.0,3258465.38,2005
2018,TV Breizh,False,0.3124110081321225,0.6875889918678775,711318.5800000001,1519168.0,924
2018,TV5 Monde,True,0.34926797154918077,0.6507320284508191,933226.52,1726992.1800000002,915
2018,Toute l'Histoire,False,0.18248112061583813,0.8175188793841619,473005.6000000001,2162870.88,939
2018,Téva,False,0.47408971508778325,0.5259102849122167,2412586.5,2661233.2399999998,2023
2018,Voyage,False,0.26083955972432443,0.7391604402756756,620887.5800000001,1759742.96,916
2018,W9,False,0.3608251480817335,0.6391748519182665,1667602.2600000002,3079446.24,2099
2019,ARTE,True,0.3252826337859649,0.6747173662140351,707776.44,1448995.8599999999,826
2019,Animaux,False,0.3869045307722498,0.6130954692277503,821350.02,1310231.48,824
2019,BFM TV,False,0.3438098782900803,0.6561901217099197,910678.2000000001,1749684.5,826
2019,Canal+,False,0.22919698672029154,0.7708030132797085,478149.33999999997,1628037.18,826
2019,Canal+ Sport,False,0.051461287853677914,0.9485387121463221,135781.77999999997,2507609.48,825
2019,Chasse et pêche,False,0.11742426875673347,0.8825757312432665,262611.46,1917493.26,824
2019,Chérie 25,False,0.3998742018561693,0.6001257981438307,888252.7000000001,1340611.8,826
2019,Comédie+,False,0.3375328042694474,0.6624671957305527,694013.48,1367231.56,824
2019,D8/C8,False,0.29735140043696673,0.7026485995630333,648570.58,1526739.6400000001,826
2019,Euronews,False,0.3577602942149866,0.6422397057850133,826640.1000000001,1488445.24,826
2019,Eurosport France,False,0.10251303674913752,0.8974869632508625,252166.62,2305687.9,824
2019,France 2,True,0.3788897635886644,0.6211102364113357,894336.36,1403641.46,826
2019,France 24,True,0.4800578278028395,0.5199421721971605,1234405.6400000001,1341705.86,826
2019,France 3,True,0.3508603539792523,0.6491396460207478,804821.74,1436584.6199999999,826
2019,France 5,True,0.36851899045915604,0.631481009540844,917929.4400000001,1544202.22,826
2019,France O,True,0.37155963726571845,0.6284403627342815,838162.8200000001,1404961.04,826
2019,Histoire,False,0.23971502088365443,0.7602849791163455,543950.5199999999,1709179.08,824
2019,I-Télé/CNews,False,0.3142251671780496,0.6857748328219504,837629.82,1841837.1,826
2019,L'Equipe 21,False,0.14380565845287357,0.8561943415471265,368160.58,2210431.98,826
2019,LCI,False,0.3103613296452986,0.6896386703547014,842139.4600000001,1870422.46,826
2019,LCP/Public Sénat,True,0.33685768263226873,0.6631423173677313,918345.8,1789018.56,826
2019,La chaîne Météo,False,0.13633441296856777,0.8636655870314321,346986.99999999994,2183053.3600000003,824
2019,M6,False,0.4384163030894098,0.5615836969105902,959698.76,1237199.32,826
2019,Monte Carlo TMC,False,0.3325793782365421,0.6674206217634578,678937.6,1381865.06,826
2019,NRJ 12,False,0.3091198936414281,0.6908801063585719,668721.1,1473425.72,826
2019,Paris Première,False,0.2615159162548308,0.7384840837451692,567520.84,1631579.22,826
2019,Planète+,False,0.206757160145747,0.793242839854253,469197.27999999997,1819338.6400000001,824
2019,TF1,False,0.4190758031828693,0.5809241968171307,919823.0800000001,1271011.9,826
2019,TV Breizh,False,0.3112417582774106,0.6887582417225894,639775.5599999999,1375045.32,824
2019,TV5 Monde,True,0.35480928766893716,0.6451907123310628,848455.0800000001,1535402.36,824
2019,Toute l'Histoire,False,0.18223823244116172,0.8177617675588383,429363.3,1882028.36,824
2019,Téva,False,0.49074508565776387,0.5092549143422361,998188.56,1018061.72,826
2019,Voyage,False,0.2496463834351581,0.750353616564842,523637.86000000004,1578243.88,824
2019,W9,False,0.36110159712905304,0.6388984028709469,654103.0,1175261.24,826
